"obsize_mb","dep_var","violence_var","int","n","BIC","AIC","country_rounds","country_rounds_list"
66.223112,"ethnic_id_ord","expo_25km_bin","no_int",82203,251680.503872588,251112.170100908,54,"MLI/6;MLI/3;MLI/4;LBR/6;LBR/4;LBR/5;GIN/6;GIN/5;MLI/5;SLE/6;SLE/5;SEN/4;SEN/3;SEN/6;SEN/5;CIV/6;CIV/5;TGO/6;TGO/5;NER/5;NER/6;NGA/6;CMR/6;NGA/5;NGA/3;NGA/4;CMR/5;NAM/6;NAM/3;NAM/5;NAM/4;ZAF/5;ZAF/4;ZAF/6;ZAF/3;ZWE/6;ZWE/4;ZWE/5;BDI/5;UGA/6;TZA/6;TZA/3;TZA/5;UGA/3;TZA/4;UGA/5;UGA/4;SWZ/6;KEN/6;KEN/5;KEN/3;KEN/4;MDG/6;MDG/5"
14.51036,"ethnic_id_ord","expo_reb_25km_bin","EOSV_rebel",29409,90942.771026336,90710.677457526,19,"MLI/6;MLI/3;MLI/4;LBR/6;LBR/4;LBR/5;SLE/6;SLE/5;CIV/6;CIV/5;NGA/6;ZAF/5;ZAF/4;ZAF/6;ZAF/3;BDI/5;KEN/6;KEN/5;KEN/4"
49.684224,"ethnic_id_ord","expo_reb_25km_bin","no_int",68935,211832.798094218,211357.470290066,45,"MLI/6;MLI/3;MLI/4;DZA/6;MAR/6;LBR/6;LBR/4;LBR/5;GIN/6;GIN/5;SLE/6;SLE/5;SEN/4;SEN/3;SEN/6;SEN/5;CIV/6;CIV/5;NGA/6;CMR/6;NGA/5;NGA/3;NAM/6;NAM/3;NAM/5;NAM/4;ZAF/5;ZAF/4;ZAF/6;ZAF/3;ZMB/3;ZWE/6;ZWE/4;BDI/5;UGA/6;UGA/3;UGA/5;UGA/4;MOZ/5;MOZ/4;MOZ/6;MOZ/3;KEN/6;KEN/5;KEN/4"
17.292496,"ethnic_fairtreat_ord","expo_bf2yr_25km_bin","EOSV_state",31308,80846.3457622948,80579.0936363773,23,"MLI/6;MLI/3;MLI/4;MLI/2;LBR/6;LBR/4;LBR/5;MLI/5;SEN/4;SEN/3;SEN/2;SEN/6;SEN/5;CIV/6;CIV/5;NER/5;NER/6;NGA/6;NGA/5;NGA/3;NGA/4;NGA/2;BDI/5"
78.57308,"ethnic_fairtreat_ord","expo_bf2yr_25km_bin","no_int",91655,244684.678361515,244024.873285014,63,"MLI/6;MLI/3;MLI/4;MLI/2;LBR/6;LBR/4;LBR/5;GIN/6;GIN/5;MLI/5;SLE/6;SLE/5;SEN/4;SEN/3;SEN/2;SEN/6;SEN/5;CIV/6;CIV/5;TGO/6;TGO/5;NER/5;NER/6;NGA/6;CMR/6;NGA/5;NGA/3;NGA/4;NGA/2;CMR/5;NAM/6;NAM/2;NAM/3;NAM/5;NAM/4;ZAF/5;ZAF/4;ZAF/6;ZAF/3;ZAF/2;ZWE/2;ZWE/6;ZWE/4;ZWE/5;BDI/5;UGA/6;UGA/2;TZA/6;TZA/3;TZA/5;TZA/2;UGA/3;TZA/4;UGA/5;UGA/4;SWZ/6;KEN/6;KEN/2;KEN/5;KEN/3;KEN/4;MDG/6;MDG/5"
6.295568,"ethnic_fairtreat_ord","expo_reb_bf2yr_25km_bin","EOSV_rebel",14531,38455.6979005327,38304.0171089863,11,"MLI/6;MLI/3;MLI/4;LBR/6;LBR/4;LBR/5;CIV/6;CIV/5;NGA/6;BDI/5;KEN/6"
20.547224,"ethnic_fairtreat_ord","expo_reb_bf2yr_25km_bin","no_int",36098,97590.5238599212,97293.2341139818,28,"MLI/6;MLI/3;MLI/4;DZA/6;MAR/6;LBR/6;LBR/4;LBR/5;GIN/6;GIN/5;CIV/6;CIV/5;NGA/6;CMR/6;NGA/5;NGA/3;NAM/6;NAM/2;NAM/3;NAM/5;NAM/4;BDI/5;MOZ/5;MOZ/4;MOZ/6;MOZ/2;MOZ/3;KEN/6"
15.330848,"ethnic_id_ord","expo_bf2yr_25km_bin","EOSV_state",27912,85117.9108846802,84879.0433371771,20,"MLI/6;MLI/3;MLI/4;LBR/6;LBR/4;LBR/5;MLI/5;SEN/4;SEN/3;SEN/6;SEN/5;CIV/6;CIV/5;NER/5;NER/6;NGA/6;NGA/5;NGA/3;NGA/4;BDI/5"
66.223304,"ethnic_id_ord","expo_bf2yr_25km_bin","no_int",82203,251682.012309157,251113.678537476,54,"MLI/6;MLI/3;MLI/4;LBR/6;LBR/4;LBR/5;GIN/6;GIN/5;MLI/5;SLE/6;SLE/5;SEN/4;SEN/3;SEN/6;SEN/5;CIV/6;CIV/5;TGO/6;TGO/5;NER/5;NER/6;NGA/6;CMR/6;NGA/5;NGA/3;NGA/4;CMR/5;NAM/6;NAM/3;NAM/5;NAM/4;ZAF/5;ZAF/4;ZAF/6;ZAF/3;ZWE/6;ZWE/4;ZWE/5;BDI/5;UGA/6;TZA/6;TZA/3;TZA/5;UGA/3;TZA/4;UGA/5;UGA/4;SWZ/6;KEN/6;KEN/5;KEN/3;KEN/4;MDG/6;MDG/5"
6.459072,"ethnic_id_ord","expo_reb_bf2yr_25km_bin","EOSV_rebel",15107,46586.4216597068,46433.9633898759,11,"MLI/6;MLI/3;MLI/4;LBR/6;LBR/4;LBR/5;CIV/6;CIV/5;NGA/6;BDI/5;KEN/6"
19.842032,"ethnic_id_ord","expo_reb_bf2yr_25km_bin","no_int",35768,109792.437994243,109512.439299952,26,"MLI/6;MLI/3;MLI/4;DZA/6;MAR/6;LBR/6;LBR/4;LBR/5;GIN/6;GIN/5;CIV/6;CIV/5;NGA/6;CMR/6;NGA/5;NGA/3;NAM/6;NAM/3;NAM/5;NAM/4;BDI/5;MOZ/5;MOZ/4;MOZ/6;MOZ/3;KEN/6"
17.292496,"ethnic_fairtreat_ord","expo_bf5yr_25km_bin","EOSV_state",31308,80870.7576864288,80603.5055605113,23,"MLI/6;MLI/3;MLI/4;MLI/2;LBR/6;LBR/4;LBR/5;MLI/5;SEN/4;SEN/3;SEN/2;SEN/6;SEN/5;CIV/6;CIV/5;NER/5;NER/6;NGA/6;NGA/5;NGA/3;NGA/4;NGA/2;BDI/5"
76.74624,"ethnic_fairtreat_ord","expo_bf5yr_25km_bin","no_int",90514,242555.308273108,241905.793345951,62,"MLI/6;MLI/3;MLI/4;MLI/2;LBR/6;LBR/4;LBR/5;GIN/6;GIN/5;MLI/5;SLE/6;SLE/5;SEN/4;SEN/3;SEN/2;SEN/6;SEN/5;CIV/6;CIV/5;TGO/6;TGO/5;NER/5;NER/6;NGA/6;CMR/6;NGA/5;NGA/3;NGA/4;NGA/2;CMR/5;NAM/6;NAM/2;NAM/3;NAM/5;NAM/4;ZAF/5;ZAF/4;ZAF/6;ZAF/3;ZAF/2;ZWE/2;ZWE/6;ZWE/4;ZWE/5;BDI/5;UGA/6;UGA/2;TZA/6;TZA/3;TZA/5;TZA/2;UGA/3;TZA/4;UGA/5;UGA/4;SWZ/6;KEN/6;KEN/2;KEN/5;KEN/3;KEN/4;MDG/6"
6.295568,"ethnic_fairtreat_ord","expo_reb_bf5yr_25km_bin","EOSV_rebel",14531,38455.6979005327,38304.0171089863,11,"MLI/6;MLI/3;MLI/4;LBR/6;LBR/4;LBR/5;CIV/6;CIV/5;NGA/6;BDI/5;KEN/6"
20.547224,"ethnic_fairtreat_ord","expo_reb_bf5yr_25km_bin","no_int",36098,97590.5238599212,97293.2341139818,28,"MLI/6;MLI/3;MLI/4;DZA/6;MAR/6;LBR/6;LBR/4;LBR/5;GIN/6;GIN/5;CIV/6;CIV/5;NGA/6;CMR/6;NGA/5;NGA/3;NAM/6;NAM/2;NAM/3;NAM/5;NAM/4;BDI/5;MOZ/5;MOZ/4;MOZ/6;MOZ/2;MOZ/3;KEN/6"
15.330848,"ethnic_id_ord","expo_bf5yr_25km_bin","EOSV_state",27912,85115.9326696614,84877.0651221583,20,"MLI/6;MLI/3;MLI/4;LBR/6;LBR/4;LBR/5;MLI/5;SEN/4;SEN/3;SEN/6;SEN/5;CIV/6;CIV/5;NER/5;NER/6;NGA/6;NGA/5;NGA/3;NGA/4;BDI/5"
64.53328,"ethnic_id_ord","expo_bf5yr_25km_bin","no_int",81027,248277.644300691,247719.492038004,53,"MLI/6;MLI/3;MLI/4;LBR/6;LBR/4;LBR/5;GIN/6;GIN/5;MLI/5;SLE/6;SLE/5;SEN/4;SEN/3;SEN/6;SEN/5;CIV/6;CIV/5;TGO/6;TGO/5;NER/5;NER/6;NGA/6;CMR/6;NGA/5;NGA/3;NGA/4;CMR/5;NAM/6;NAM/3;NAM/5;NAM/4;ZAF/5;ZAF/4;ZAF/6;ZAF/3;ZWE/6;ZWE/4;ZWE/5;BDI/5;UGA/6;TZA/6;TZA/3;TZA/5;UGA/3;TZA/4;UGA/5;UGA/4;SWZ/6;KEN/6;KEN/5;KEN/3;KEN/4;MDG/6"
6.459072,"ethnic_id_ord","expo_reb_bf5yr_25km_bin","EOSV_rebel",15107,46586.4216597068,46433.9633898759,11,"MLI/6;MLI/3;MLI/4;LBR/6;LBR/4;LBR/5;CIV/6;CIV/5;NGA/6;BDI/5;KEN/6"
19.842032,"ethnic_id_ord","expo_reb_bf5yr_25km_bin","no_int",35768,109792.437994243,109512.439299952,26,"MLI/6;MLI/3;MLI/4;DZA/6;MAR/6;LBR/6;LBR/4;LBR/5;GIN/6;GIN/5;CIV/6;CIV/5;NGA/6;CMR/6;NGA/5;NGA/3;NAM/6;NAM/3;NAM/5;NAM/4;BDI/5;MOZ/5;MOZ/4;MOZ/6;MOZ/3;KEN/6"
3.046976,"ethnic_fairtreat_ord","expo_2yr_5km_bin","EOSV_state",6752,19287.110861114,19198.4821386425,4,"CIV/6;CIV/5;NGA/5;NGA/2"
6.288896,"ethnic_fairtreat_ord","expo_2yr_5km_bin","no_int",14210,40427.7571571109,40306.7699375734,9,"CIV/6;CIV/5;NGA/5;NGA/2;ZWE/2;ZWE/4;ZWE/5;KEN/5;KEN/4"
2.509872,"ethnic_fairtreat_ord","expo_reb_2yr_5km_bin","EOSV_rebel",6621,18559.3497537891,18470.975731755,4,"BDI/5;KEN/6;KEN/5;KEN/4"
2.537256,"ethnic_fairtreat_ord","expo_reb_2yr_5km_bin","no_int",6621,18586.0269114672,18511.248892823,4,"BDI/5;KEN/6;KEN/5;KEN/4"
2.536688,"ethnic_id_ord","expo_2yr_5km_bin","EOSV_state",4680,13442.4394535677,13365.0268129008,3,"CIV/6;CIV/5;NGA/5"
5.462784,"ethnic_id_ord","expo_2yr_5km_bin","no_int",11633,35649.0530751642,35545.9906588427,7,"CIV/6;CIV/5;NGA/5;ZWE/4;ZWE/5;KEN/5;KEN/4"
2.565152,"ethnic_id_ord","expo_reb_2yr_5km_bin","EOSV_rebel",6864,20764.7070378429,20675.8644445077,4,"BDI/5;KEN/6;KEN/5;KEN/4"
2.58768,"ethnic_id_ord","expo_reb_2yr_5km_bin","no_int",6864,20760.9223509595,20685.7478489067,4,"BDI/5;KEN/6;KEN/5;KEN/4"
7.526808,"ethnic_fairtreat_ord","expo_5yr_5km_bin","EOSV_state",16534,45285.2173020424,45138.666993272,10,"LBR/4;SEN/2;CIV/6;CIV/5;NGA/6;NGA/5;NGA/3;NGA/4;NGA/2;BDI/5"
18.499864,"ethnic_fairtreat_ord","expo_5yr_5km_bin","no_int",35389,98812.3599971866,98566.6094640118,22,"LBR/4;GIN/6;GIN/5;SEN/2;CIV/6;CIV/5;NGA/6;NGA/5;NGA/3;NGA/4;NGA/2;ZWE/2;ZWE/6;ZWE/4;ZWE/5;BDI/5;TZA/3;UGA/5;KEN/6;KEN/5;KEN/3;KEN/4"
2.509872,"ethnic_fairtreat_ord","expo_reb_5yr_5km_bin","EOSV_rebel",6621,18562.813953665,18474.439931631,4,"BDI/5;KEN/6;KEN/5;KEN/4"
3.070912,"ethnic_fairtreat_ord","expo_reb_5yr_5km_bin","no_int",7331,20389.5025655212,20306.7041589866,5,"DZA/6;BDI/5;KEN/6;KEN/5;KEN/4"
6.55628,"ethnic_id_ord","expo_5yr_5km_bin","EOSV_state",13823,40353.6377488918,40225.5582333339,8,"LBR/4;CIV/6;CIV/5;NGA/6;NGA/5;NGA/3;NGA/4;BDI/5"
16.76656,"ethnic_id_ord","expo_5yr_5km_bin","no_int",32698,98462.0582892582,98243.7864902419,19,"LBR/4;GIN/6;GIN/5;CIV/6;CIV/5;NGA/6;NGA/5;NGA/3;NGA/4;ZWE/6;ZWE/4;ZWE/5;BDI/5;TZA/3;UGA/5;KEN/6;KEN/5;KEN/3;KEN/4"
2.565152,"ethnic_id_ord","expo_reb_5yr_5km_bin","EOSV_rebel",6864,20760.8992777187,20672.0566843835,4,"BDI/5;KEN/6;KEN/5;KEN/4"
3.121808,"ethnic_id_ord","expo_reb_5yr_5km_bin","no_int",7567,22925.4115071162,22842.2328835158,5,"DZA/6;BDI/5;KEN/6;KEN/5;KEN/4"
16.470928,"ethnic_fairtreat_ord","expo_5km_bin","EOSV_state",30213,78240.6034938702,77982.8066390664,22,"MLI/6;MLI/3;MLI/4;MLI/2;LBR/6;LBR/4;LBR/5;MLI/5;SEN/4;SEN/2;SEN/6;SEN/5;CIV/6;CIV/5;NER/5;NER/6;NGA/6;NGA/5;NGA/3;NGA/4;NGA/2;BDI/5"
56.827896,"ethnic_fairtreat_ord","expo_5km_bin","no_int",75296,203330.318273392,202795.025700483,51,"MLI/6;MLI/3;MLI/4;MLI/2;LBR/6;LBR/4;LBR/5;GIN/6;GIN/5;MLI/5;SLE/6;SLE/5;SEN/4;SEN/2;SEN/6;SEN/5;CIV/6;CIV/5;TGO/6;TGO/5;NER/5;NER/6;NGA/6;CMR/6;NGA/5;NGA/3;NGA/4;NGA/2;CMR/5;NAM/6;NAM/5;ZAF/5;ZAF/4;ZAF/6;ZAF/3;ZAF/2;ZWE/2;ZWE/6;ZWE/4;ZWE/5;BDI/5;UGA/6;TZA/3;TZA/5;TZA/4;UGA/5;KEN/6;KEN/2;KEN/5;KEN/3;KEN/4"
12.024584,"ethnic_fairtreat_ord","expo_reb_5km_bin","EOSV_rebel",24829,66931.182129352,66720.0681716524,17,"MLI/6;MLI/3;LBR/6;LBR/4;LBR/5;SLE/6;SLE/5;CIV/6;CIV/5;ZAF/5;ZAF/4;ZAF/6;ZAF/3;BDI/5;KEN/6;KEN/5;KEN/4"
40.165088,"ethnic_fairtreat_ord","expo_reb_5km_bin","no_int",59575,160397.134091456,159965.374508962,41,"MLI/6;MLI/3;DZA/6;MAR/6;LBR/6;LBR/4;LBR/5;GIN/5;SLE/6;SLE/5;SEN/4;SEN/3;SEN/2;SEN/6;SEN/5;CIV/6;CIV/5;NGA/5;NAM/2;NAM/3;NAM/5;NAM/4;ZAF/5;ZAF/4;ZAF/6;ZAF/3;ZAF/2;BDI/5;UGA/6;UGA/2;UGA/3;UGA/5;UGA/4;MOZ/5;MOZ/4;MOZ/6;MOZ/2;MOZ/3;KEN/6;KEN/5;KEN/4"
14.544952,"ethnic_id_ord","expo_5km_bin","EOSV_state",26766,81490.9247425209,81261.4678867989,19,"MLI/6;MLI/3;MLI/4;LBR/6;LBR/4;LBR/5;MLI/5;SEN/4;SEN/6;SEN/5;CIV/6;CIV/5;NER/5;NER/6;NGA/6;NGA/5;NGA/3;NGA/4;BDI/5"
50.033216,"ethnic_id_ord","expo_5km_bin","no_int",69367,212837.792360083,212362.139700571,45,"MLI/6;MLI/3;MLI/4;LBR/6;LBR/4;LBR/5;GIN/6;GIN/5;MLI/5;SLE/6;SLE/5;SEN/4;SEN/6;SEN/5;CIV/6;CIV/5;TGO/6;TGO/5;NER/5;NER/6;NGA/6;CMR/6;NGA/5;NGA/3;NGA/4;CMR/5;NAM/6;NAM/5;ZAF/5;ZAF/4;ZAF/6;ZAF/3;ZWE/6;ZWE/4;ZWE/5;BDI/5;UGA/6;TZA/3;TZA/5;TZA/4;UGA/5;KEN/6;KEN/5;KEN/3;KEN/4"
12.387336,"ethnic_id_ord","expo_reb_5km_bin","EOSV_rebel",25922,79227.1210813485,79014.887051341,17,"MLI/6;MLI/3;LBR/6;LBR/4;LBR/5;SLE/6;SLE/5;CIV/6;CIV/5;ZAF/5;ZAF/4;ZAF/6;ZAF/3;BDI/5;KEN/6;KEN/5;KEN/4"
35.605144,"ethnic_id_ord","expo_reb_5km_bin","no_int",54888,167666.971396244,167283.710245196,36,"MLI/6;MLI/3;DZA/6;MAR/6;LBR/6;LBR/4;LBR/5;GIN/5;SLE/6;SLE/5;SEN/4;SEN/3;SEN/6;SEN/5;CIV/6;CIV/5;NGA/5;NAM/3;NAM/5;NAM/4;ZAF/5;ZAF/4;ZAF/6;ZAF/3;BDI/5;UGA/6;UGA/3;UGA/5;UGA/4;MOZ/5;MOZ/4;MOZ/6;MOZ/3;KEN/6;KEN/5;KEN/4"
15.63736,"ethnic_fairtreat_ord","expo_bf2yr_5km_bin","EOSV_state",29036,75904.0459291868,75655.7571776346,21,"MLI/6;MLI/3;MLI/4;MLI/2;LBR/6;LBR/4;LBR/5;MLI/5;SEN/4;SEN/2;SEN/5;CIV/6;CIV/5;NER/5;NER/6;NGA/6;NGA/5;NGA/3;NGA/4;NGA/2;BDI/5"
55.384168,"ethnic_fairtreat_ord","expo_bf2yr_5km_bin","no_int",74119,200909.002178845,200383.836829091,50,"MLI/6;MLI/3;MLI/4;MLI/2;LBR/6;LBR/4;LBR/5;GIN/6;GIN/5;MLI/5;SLE/6;SLE/5;SEN/4;SEN/2;SEN/5;CIV/6;CIV/5;TGO/6;TGO/5;NER/5;NER/6;NGA/6;CMR/6;NGA/5;NGA/3;NGA/4;NGA/2;CMR/5;NAM/6;NAM/5;ZAF/5;ZAF/4;ZAF/6;ZAF/3;ZAF/2;ZWE/2;ZWE/6;ZWE/4;ZWE/5;BDI/5;UGA/6;TZA/3;TZA/5;TZA/4;UGA/5;KEN/6;KEN/2;KEN/5;KEN/3;KEN/4"
3.660272,"ethnic_fairtreat_ord","expo_reb_bf2yr_5km_bin","EOSV_rebel",8896,22686.3392279937,22565.7521587133,8,"MLI/6;MLI/3;LBR/6;LBR/4;LBR/5;CIV/6;CIV/5;BDI/5"
11.54428,"ethnic_fairtreat_ord","expo_reb_bf2yr_5km_bin","no_int",22491,59188.3643927034,58971.8008889828,20,"MLI/6;MLI/3;DZA/6;MAR/6;LBR/6;LBR/4;LBR/5;GIN/5;CIV/6;CIV/5;NAM/2;NAM/3;NAM/5;NAM/4;BDI/5;MOZ/5;MOZ/4;MOZ/6;MOZ/2;MOZ/3"
13.764856,"ethnic_id_ord","expo_bf2yr_5km_bin","EOSV_state",25582,77785.2653059145,77565.2249109442,18,"MLI/6;MLI/3;MLI/4;LBR/6;LBR/4;LBR/5;MLI/5;SEN/4;SEN/5;CIV/6;CIV/5;NER/5;NER/6;NGA/6;NGA/5;NGA/3;NGA/4;BDI/5"
48.689696,"ethnic_id_ord","expo_bf2yr_5km_bin","no_int",68183,209110.179988472,208644.552510632,44,"MLI/6;MLI/3;MLI/4;LBR/6;LBR/4;LBR/5;GIN/6;GIN/5;MLI/5;SLE/6;SLE/5;SEN/4;SEN/5;CIV/6;CIV/5;TGO/6;TGO/5;NER/5;NER/6;NGA/6;CMR/6;NGA/5;NGA/3;NGA/4;CMR/5;NAM/6;NAM/5;ZAF/5;ZAF/4;ZAF/6;ZAF/3;ZWE/6;ZWE/4;ZWE/5;BDI/5;UGA/6;TZA/3;TZA/5;TZA/4;UGA/5;KEN/6;KEN/5;KEN/3;KEN/4"
3.752536,"ethnic_id_ord","expo_reb_bf2yr_5km_bin","EOSV_rebel",9251,27574.3826361946,27453.1303583375,8,"MLI/6;MLI/3;LBR/6;LBR/4;LBR/5;CIV/6;CIV/5;BDI/5"
10.93936,"ethnic_id_ord","expo_reb_bf2yr_5km_bin","no_int",21728,67325.9035082182,67126.2445824592,18,"MLI/6;MLI/3;DZA/6;MAR/6;LBR/6;LBR/4;LBR/5;GIN/5;CIV/6;CIV/5;NAM/3;NAM/5;NAM/4;BDI/5;MOZ/5;MOZ/4;MOZ/6;MOZ/3"
15.63736,"ethnic_fairtreat_ord","expo_bf5yr_5km_bin","EOSV_state",29036,75904.7507703454,75656.4620187932,21,"MLI/6;MLI/3;MLI/4;MLI/2;LBR/6;LBR/4;LBR/5;MLI/5;SEN/4;SEN/2;SEN/5;CIV/6;CIV/5;NER/5;NER/6;NGA/6;NGA/5;NGA/3;NGA/4;NGA/2;BDI/5"
51.688632,"ethnic_fairtreat_ord","expo_bf5yr_5km_bin","no_int",70830,191771.355606034,191267.113520503,48,"MLI/6;MLI/3;MLI/4;MLI/2;LBR/6;LBR/4;LBR/5;GIN/6;GIN/5;MLI/5;SLE/6;SLE/5;SEN/4;SEN/2;SEN/5;CIV/6;CIV/5;TGO/6;TGO/5;NER/5;NER/6;NGA/6;CMR/6;NGA/5;NGA/3;NGA/4;NGA/2;CMR/5;NAM/6;NAM/5;ZAF/5;ZAF/4;ZAF/6;ZAF/3;ZAF/2;ZWE/2;ZWE/6;ZWE/4;ZWE/5;BDI/5;UGA/6;TZA/5;TZA/4;KEN/6;KEN/2;KEN/5;KEN/3;KEN/4"
3.660272,"ethnic_fairtreat_ord","expo_reb_bf5yr_5km_bin","EOSV_rebel",8896,22686.3392279937,22565.7521587133,8,"MLI/6;MLI/3;LBR/6;LBR/4;LBR/5;CIV/6;CIV/5;BDI/5"
11.54428,"ethnic_fairtreat_ord","expo_reb_bf5yr_5km_bin","no_int",22491,59188.3643927034,58971.8008889828,20,"MLI/6;MLI/3;DZA/6;MAR/6;LBR/6;LBR/4;LBR/5;GIN/5;CIV/6;CIV/5;NAM/2;NAM/3;NAM/5;NAM/4;BDI/5;MOZ/5;MOZ/4;MOZ/6;MOZ/2;MOZ/3"
13.764856,"ethnic_id_ord","expo_bf5yr_5km_bin","EOSV_state",25582,77784.4683473151,77564.4279523448,18,"MLI/6;MLI/3;MLI/4;LBR/6;LBR/4;LBR/5;MLI/5;SEN/4;SEN/5;CIV/6;CIV/5;NER/5;NER/6;NGA/6;NGA/5;NGA/3;NGA/4;BDI/5"
45.111352,"ethnic_id_ord","expo_bf5yr_5km_bin","no_int",64629,199506.459597325,199061.715090558,42,"MLI/6;MLI/3;MLI/4;LBR/6;LBR/4;LBR/5;GIN/6;GIN/5;MLI/5;SLE/6;SLE/5;SEN/4;SEN/5;CIV/6;CIV/5;TGO/6;TGO/5;NER/5;NER/6;NGA/6;CMR/6;NGA/5;NGA/3;NGA/4;CMR/5;NAM/6;NAM/5;ZAF/5;ZAF/4;ZAF/6;ZAF/3;ZWE/6;ZWE/4;ZWE/5;BDI/5;UGA/6;TZA/5;TZA/4;KEN/6;KEN/5;KEN/3;KEN/4"
3.752536,"ethnic_id_ord","expo_reb_bf5yr_5km_bin","EOSV_rebel",9251,27574.3826361946,27453.1303583375,8,"MLI/6;MLI/3;LBR/6;LBR/4;LBR/5;CIV/6;CIV/5;BDI/5"
10.93936,"ethnic_id_ord","expo_reb_bf5yr_5km_bin","no_int",21728,67325.9035082182,67126.2445824592,18,"MLI/6;MLI/3;DZA/6;MAR/6;LBR/6;LBR/4;LBR/5;GIN/5;CIV/6;CIV/5;NAM/3;NAM/5;NAM/4;BDI/5;MOZ/5;MOZ/4;MOZ/6;MOZ/3"
